0.02, -0.01, -0.01, 4799
0.00, -0.01, -0.00, 4811
0.00, -0.01, -0.00, 4824
0.01, 0.00, 0.01, 4837
0.00, 0.01, 0.01, 4850
-0.01, 0.01, -0.00, 4862
0.00, 0.00, 0.00, 4875
0.01, 0.00, -0.01, 4888
-0.01, 0.01, -0.01, 4901
-0.00, 0.02, -0.02, 4913
0.00, 0.02, 0.01, 4926
0.00, -0.01, 0.01, 4939
-0.00, -0.01, 0.01, 4951
0.01, -0.00, 0.01, 4964
0.01, 0.01, 0.00, 4977
0.01, -0.00, -0.01, 4990
0.00, -0.02, -0.02, 5002
-0.01, -0.03, 0.00, 5015
-0.01, 0.00, 0.01, 5028
0.00, 0.03, 0.01, 5041
-0.00, 0.03, -0.01, 5055
-0.01, -0.03, -0.01, 5068
-0.00, -0.04, -0.02, 5081
0.01, -0.01, -0.01, 5094
-0.00, 0.03, 0.01, 5106
-0.01, 0.05, 0.02, 5119
-0.01, 0.03, 0.01, 5132
-0.00, -0.01, 0.00, 5145
0.00, -0.02, -0.01, 5157
0.01, -0.01, -0.03, 5170
0.01, -0.02, -0.01, 5183
0.00, 0.00, -0.01, 5252
0.00, -0.05, -0.03, 5265
0.00, -0.01, -0.01, 5277
0.00, 0.03, -0.00, 5290
-0.00, 0.03, 0.03, 5303
0.00, 0.01, 0.00, 5316
0.00, 0.00, -0.00, 5328
-0.00, -0.02, -0.02, 5341
0.01, -0.03, -0.03, 5354
0.00, -0.03, -0.01, 5372
0.00, 0.03, 0.02, 5384
-0.00, 0.04, 0.01, 5397
-0.01, 0.05, 0.01, 5410
0.00, -0.01, 0.01, 5423
0.00, -0.01, -0.02, 5435
-0.01, -0.01, -0.01, 5448
0.01, 0.01, -0.01, 5461
-0.01, 0.01, -0.00, 5474
-0.02, 0.01, 0.01, 5486
-0.00, -0.01, -0.02, 5499
0.01, -0.02, -0.01, 5512
0.00, -0.01, -0.01, 5525
0.00, 0.00, 0.00, 5537
0.00, -0.01, 0.00, 5550
0.02, 0.02, 0.01, 5563
0.01, 0.04, 0.00, 5575
0.00, 0.02, 0.01, 5588
-0.00, -0.01, -0.00, 5601
-0.01, -0.01, 0.00, 5614
0.00, 0.00, -0.01, 5629
-0.00, 0.02, 0.01, 5641
-0.02, 0.01, -0.00, 5654
0.00, 0.01, -0.00, 5723
-0.00, 0.00, 0.00, 5736
0.00, 0.01, -0.00, 5749
0.00, 0.01, 0.00, 5761
-0.01, 0.01, -0.00, 5774
-0.01, 0.00, -0.00, 5787
-0.00, 0.01, 0.00, 5800
0.00, 0.01, 0.00, 5812
-0.01, 0.02, 0.00, 5825
-0.00, 0.00, -0.01, 5838
-0.00, -0.01, -0.01, 5850
-0.01, 0.00, -0.01, 5863
-0.01, 0.00, -0.01, 5876
-0.01, 0.01, 0.00, 5889
-0.00, 0.01, 0.01, 5901
0.01, -0.01, -0.00, 5914
-0.00, 0.00, -0.01, 5927
-0.00, -0.01, -0.00, 5942
